Postcode,average_energy_efficiency_rating
EH4 2BW,66.25
EH4 2BX,42.0
EH4 2BY,70.29787234042553
EH4 2BZ,57.0
EH4 2DA,53.0
EH4 2DB,58.0
EH4 2DD,63.666666666666664
EH4 2DE,59.0
EH4 2DF,54.166666666666664
EH4 2DG,58.214285714285715
EH4 2DL,59.705882352941174
EH4 2DP,67.5
EH4 2DR,63.75
EH4 2DS,54.714285714285715
EH4 2DT,56.666666666666664
EH4 2DU,59.0
EH4 2DX,60.0
EH4 2DY,67.33333333333333
EH4 2DZ,55.333333333333336
EH4 2EA,58.0
EH4 2EB,52.0
EH4 2ED,59.857142857142854
EH4 2EE,63.333333333333336
EH4 2EF,68.88888888888889
EH4 2EG,59.5625
EH4 2EH,56.46153846153846
EH4 2EP,58.0
EH4 2EQ,51.42857142857143
EH4 2ER,63.0
EH4 2ES,57.0
EH4 2ET,52.333333333333336
EH4 2EU,50.333333333333336
EH4 2EW,73.0
EH4 2EX,66.6
EH4 2EY,57.0
EH4 2GA,77.11764705882354
EH4 2GB,77.76
EH4 2GD,79.0
EH4 2GE,81.9074074074074
EH4 2GF,81.22222222222223
EH4 2GG,81.60526315789474
EH4 2GH,81.47058823529412
EH4 2GJ,80.5
EH4 2GL,79.5
EH4 2GN,81.51515151515152
EH4 2GP,81.25
EH4 2HA,35.75
EH4 2HB,64.0
EH4 2HD,57.3
EH4 2HE,55.666666666666664
EH4 2HF,76.0
EH4 2HH,64.08333333333333
EH4 2HJ,59.9375
EH4 2HL,70.11111111111111
EH4 2HN,71.84210526315789
EH4 2HP,54.0
EH4 2HQ,65.0
EH4 2HR,64.6
EH4 2HU,57.0
EH4 2HW,54.15
EH4 2HY,52.0
EH4 2HZ,58.5
EH4 2JA,68.0
EH4 2JB,62.294117647058826
EH4 2JD,66.0
EH4 2JE,57.666666666666664
EH4 2JF,58.666666666666664
EH4 2JG,55.333333333333336
EH4 2JH,54.333333333333336
EH4 2JJ,55.36363636363637
EH4 2JL,56.18181818181818
EH4 2JN,56.375
EH4 2JP,51.166666666666664
EH4 2JQ,61.666666666666664
EH4 2JR,58.25
EH4 2JS,67.0
EH4 2JT,70.0
EH4 2JU,52.5
EH4 2JW,58.625
EH4 2JX,51.0
EH4 2JY,56.5
EH4 2JZ,65.5
EH4 2LA,61.833333333333336
EH4 2LL,75.93333333333334
EH4 2LP,50.0
EH4 2LQ,79.0
EH4 2LR,60.0
EH4 2LS,82.3125
EH4 2LT,60.0
EH4 2LU,54.5
EH4 2LX,54.25
EH4 2LY,51.0
EH4 2LZ,55.8
EH4 2NA,62.5625
EH4 2NB,56.5
EH4 2ND,60.333333333333336
EH4 2NE,53.0
EH4 2NF,77.0
EH4 2NG,66.25
EH4 2NH,60.59090909090909
EH4 2NJ,66.66666666666667
EH4 2NL,62.0
EH4 2NN,62.833333333333336
EH4 2NQ,69.93617021276596
EH4 2NR,65.10526315789474
EH4 2NW,63.853658536585364
EH4 2NX,53.75
EH4 2PA,57.2
EH4 2PB,59.2
EH4 2PE,59.8
EH4 2PF,59.0
EH4 2PG,53.9
EH4 2PH,66.28571428571429
EH4 2PJ,64.25
EH4 2PL,54.5
EH4 2PN,52.63636363636363
EH4 2PQ,61.53333333333333
EH4 2PR,66.4186046511628
EH4 2PS,59.583333333333336
EH4 2PT,61.22727272727273
EH4 2PU,56.583333333333336
EH4 2PX,59.107142857142854
EH4 2QA,63.5
EH4 2QB,46.0
EH4 2QD,61.0
EH4 2QE,61.5
EH4 2QG,71.55555555555556
EH4 2QH,58.833333333333336
EH4 2QJ,68.61538461538461
EH4 2QL,66.75
EH4 2QN,65.9
EH4 2QP,64.41666666666667
EH4 2QQ,65.15384615384616
EH4 2QR,69.25
EH4 2QS,66.5
EH4 2QT,67.15384615384616
EH4 2QU,59.0
EH4 2QW,61.0
EH4 2QX,60.0
EH4 2QY,66.57142857142857
EH4 2QZ,65.78947368421052
EH4 2RA,70.21428571428571
EH4 2RB,67.82352941176471
EH4 2RD,66.08333333333333
EH4 2RE,61.05263157894737
EH4 2RG,65.27272727272727
EH4 2RH,65.16666666666667
EH4 2RJ,61.75
EH4 2RL,60.75
EH4 2RN,65.5
EH4 2RQ,70.0
EH4 2RR,66.0
EH4 2RS,60.0
EH4 2RT,64.71428571428571
EH4 2RU,61.642857142857146
EH4 2RW,63.25
EH4 2RX,61.25
EH4 2RY,69.08333333333333
EH4 2RZ,62.55555555555556
EH4 2SA,61.23076923076923
EH4 2SB,73.38095238095238
EH4 2SD,56.75
EH4 2SE,71.14285714285714
EH4 2SF,70.64516129032258
EH4 2SG,69.85714285714286
EH4 2SJ,72.0
EH4 2SL,59.0
EH4 2SN,63.5
EH4 2SQ,68.2
EH4 2SS,66.6
EH4 2ST,66.25714285714285
EH4 2SU,65.625
EH4 2SW,73.0
EH4 2SX,72.9
EH4 2SY,70.07692307692308
EH4 2SZ,71.65625
EH4 2TA,64.5
EH4 2TB,67.11111111111111
EH4 2TD,64.125
EH4 2TE,70.0
EH4 2TF,70.11764705882354
EH4 2TG,67.64285714285714
EH4 2TH,68.57142857142857
EH4 2TJ,61.75
EH4 2TL,61.42857142857143
EH4 2TN,67.70370370370371
EH4 2TP,74.2
EH4 2TQ,63.6
EH4 2TR,65.4375
EH4 2TS,65.5
EH4 2TT,64.0
EH4 2TW,65.38888888888889
EH4 2TX,66.5
EH4 2TZ,69.83333333333333
EH4 2UA,69.88461538461539
EH4 2UB,71.70270270270271
EH4 2UE,66.15789473684211
EH4 2UF,60.8
EH4 2UL,79.19354838709677
EH4 2UP,77.51063829787235
EH4 2UQ,61.8
EH4 2UR,69.81818181818181
EH4 2UT,75.5
EH4 2UU,77.72727272727273
EH4 2WL,73.83333333333333
EH4 3AA,65.92307692307692
EH4 3AB,65.0625
EH4 3AD,66.1
EH4 3AE,67.53846153846153
EH4 3AF,62.46666666666667
EH4 3AG,56.3
EH4 3AH,61.857142857142854
EH4 3AJ,58.666666666666664
EH4 3AL,64.4
EH4 3AN,62.4375
EH4 3AP,62.904761904761905
EH4 3AQ,65.07142857142857
EH4 3AT,60.0
EH4 3AU,51.6
EH4 3AW,56.7
EH4 3AX,61.0
EH4 3AY,70.125
EH4 3AZ,59.1
EH4 3BA,55.04
EH4 3BB,66.35483870967742
EH4 3BE,56.56410256410256
EH4 3BG,65.78571428571429
EH4 3BH,63.69444444444444
EH4 3BJ,75.53571428571429
EH4 3BL,65.77777777777777
EH4 3BP,55.375
EH4 3BR,72.74358974358974
EH4 3BT,64.25
EH4 3BU,74.17647058823529
EH4 3BX,64.33333333333333
EH4 3BY,68.15
EH4 3BZ,63.666666666666664
EH4 3DA,61.0
EH4 3DG,80.21739130434783
EH4 3DH,53.2
EH4 3DJ,52.0
EH4 3DP,55.90909090909091
EH4 3DQ,67.8
EH4 3DT,59.75
EH4 3DX,62.1875
EH4 3EA,70.0
EH4 3EB,38.0
EH4 3ED,49.5
EH4 3EE,76.0
EH4 3EF,59.2
EH4 3EG,57.0
EH4 3EH,57.6
EH4 3EJ,54.714285714285715
EH4 3EN,46.0
EH4 3EP,56.42857142857143
EH4 3ES,54.0
EH4 3EW,62.57142857142857
EH4 3HB,62.142857142857146
EH4 3HE,57.5
EH4 3HF,49.0
EH4 3HG,59.111111111111114
EH4 3HH,61.625
EH4 3HJ,59.0
EH4 3HN,49.5
EH4 3HP,39.0
EH4 3HQ,57.333333333333336
EH4 3HS,29.0
EH4 3HT,46.25
EH4 3HU,52.0
EH4 3HX,61.57142857142857
EH4 3HY,65.6
EH4 3HZ,49.5
EH4 3JA,56.5
EH4 3JB,53.5
EH4 3JD,61.5
EH4 3JE,51.5
EH4 3JF,71.9
EH4 3JH,67.0
EH4 3JJ,54.6
EH4 3JL,58.5
EH4 3JN,57.0
EH4 3JP,46.333333333333336
EH4 3JR,65.5
EH4 3JT,51.0
EH4 3JU,55.75
EH4 3JW,50.142857142857146
EH4 3JY,56.6
EH4 3JZ,60.84615384615385
EH4 3LA,60.0
EH4 3LB,68.8
EH4 3LD,60.25
EH4 3LE,62.285714285714285
EH4 3LF,52.0
EH4 3LG,55.333333333333336
EH4 3LH,67.25
EH4 3LJ,70.0
EH4 3LL,50.5
EH4 3LN,62.0
EH4 3LP,53.75
EH4 3LQ,64.82142857142857
EH4 3LR,57.0
EH4 3LS,62.5
EH4 3LU,56.285714285714285
EH4 3LW,72.0
EH4 3LX,48.53846153846154
EH4 3LY,66.0
EH4 3LZ,58.8
EH4 3NA,64.8
EH4 3NB,61.166666666666664
EH4 3NE,68.35714285714286
EH4 3NF,64.25
EH4 3NG,65.6
EH4 3NH,60.6
EH4 3NJ,58.5
EH4 3NL,60.92857142857143
EH4 3NP,56.52777777777778
EH4 3NQ,58.36363636363637
EH4 3NU,35.666666666666664
EH4 3NW,60.625
EH4 3NY,70.0
EH4 3NZ,47.0
EH4 3PA,56.333333333333336
EH4 3PB,46.0
EH4 3PD,67.5
EH4 3PE,58.0
EH4 3PF,64.5
EH4 3PG,52.666666666666664
EH4 3PH,56.0
EH4 3PJ,67.0
EH4 3PL,57.8
EH4 3PN,55.75
EH4 3PP,63.5
EH4 3PQ,54.25
EH4 3PR,66.66666666666667
EH4 3PS,62.0
EH4 3PU,59.666666666666664
EH4 3PW,60.75
EH4 3PX,56.333333333333336
EH4 3PZ,55.0
EH4 3QA,46.75
EH4 3QB,55.333333333333336
EH4 3QE,60.5
EH4 3QF,58.5
EH4 3QL,40.5
EH4 3QN,68.77777777777777
EH4 3QP,61.0
EH4 3QQ,72.0
EH4 3QR,69.0
EH4 3QS,60.0
EH4 3QT,56.5
EH4 3QW,51.5
EH4 3QX,58.0
EH4 3QY,47.5
EH4 3QZ,63.5
EH4 3RA,49.0
EH4 3RB,55.125
EH4 3RE,62.0
EH4 3RF,61.42857142857143
EH4 3RG,61.833333333333336
EH4 3RH,60.166666666666664
EH4 3RJ,57.0
EH4 3RL,57.1
EH4 3RN,57.833333333333336
EH4 3RP,51.4
EH4 3RQ,59.0
EH4 3RR,65.5
EH4 3RS,62.666666666666664
EH4 3RT,63.25
EH4 3RX,69.4
EH4 3RY,55.666666666666664
EH4 3RZ,69.0
EH4 3SA,46.5
EH4 3SB,41.5
EH4 3SD,57.0
EH4 3SE,59.0
EH4 3SF,56.333333333333336
EH4 3SG,53.0
EH4 3SH,63.7
EH4 3SJ,56.0
EH4 3SL,54.666666666666664
EH4 3SP,44.5
EH4 3SR,44.666666666666664
EH4 3SS,57.333333333333336
EH4 3ST,70.0
EH4 3SU,62.57142857142857
EH4 3SW,68.0
EH4 3SX,64.0
EH4 3SY,64.5
EH4 3SZ,55.888888888888886
EH4 3TA,68.5
EH4 3TB,61.42857142857143
EH4 3TD,71.0
EH4 3TE,53.0
EH4 3TH,57.75
EH4 3TP,80.71428571428571
EH4 3TR,73.5
EH4 3UA,71.9
EH4 3UG,74.5
EH4 4AB,85.16666666666667
EH4 4AE,66.8
EH4 4AG,64.5
EH4 4AH,62.333333333333336
EH4 4AJ,72.0
EH4 4AL,60.5
EH4 4AN,69.57142857142857
EH4 4AP,68.8
EH4 4AQ,65.8
EH4 4AR,69.4
EH4 4AS,67.375
EH4 4AT,79.14285714285714
EH4 4AU,69.16666666666667
EH4 4AW,67.47368421052632
EH4 4AX,64.31428571428572
EH4 4AY,64.875
EH4 4AZ,68.0
EH4 4BA,68.07142857142857
EH4 4BB,67.23076923076923
EH4 4BD,68.76923076923077
EH4 4BE,61.88461538461539
EH4 4BF,81.6
EH4 4BG,63.371428571428574
EH4 4BH,80.26315789473684
EH4 4BJ,65.47058823529412
EH4 4BL,60.64
EH4 4BN,65.83333333333333
EH4 4BP,67.04166666666667
EH4 4BR,63.0
EH4 4BS,64.8125
EH4 4BT,63.12820512820513
EH4 4BU,66.75
EH4 4BW,67.5
EH4 4BX,77.35
EH4 4BY,63.88235294117647
EH4 4BZ,71.84615384615384
EH4 4DA,74.38461538461539
EH4 4DB,71.57142857142857
EH4 4DD,71.33333333333333
EH4 4DE,66.5625
EH4 4DF,68.1875
EH4 4DG,73.11111111111111
EH4 4DH,68.28571428571429
EH4 4DJ,74.77777777777777
EH4 4DL,78.95454545454545
EH4 4DN,66.8
EH4 4DP,69.36363636363636
EH4 4DQ,74.26666666666667
EH4 4DR,71.0
EH4 4DS,68.25
EH4 4DT,56.25925925925926
EH4 4DU,51.333333333333336
EH4 4DW,70.42857142857143
EH4 4DX,59.92307692307692
EH4 4DY,49.333333333333336
EH4 4DZ,72.0
EH4 4EA,53.0
EH4 4EB,69.5
EH4 4ED,59.970588235294116
EH4 4EE,45.6
EH4 4EF,52.578947368421055
EH4 4EG,72.6
EH4 4EH,76.0
EH4 4EL,59.5
EH4 4EN,61.5
EH4 4EP,63.45
EH4 4EQ,62.0
EH4 4ER,59.58620689655172
EH4 4ES,57.6078431372549
EH4 4ET,79.08333333333333
EH4 4EU,66.5
EH4 4EW,70.33333333333333
EH4 4EX,56.529411764705884
EH4 4EY,62.875
EH4 4EZ,54.78947368421053
EH4 4FA,84.76271186440678
EH4 4FB,88.0
EH4 4FD,85.9090909090909
EH4 4FE,86.66666666666667
EH4 4FF,86.6
EH4 4FG,88.8
EH4 4FH,87.78571428571429
EH4 4FN,83.41176470588235
EH4 4FP,83.76470588235294
EH4 4FQ,85.93333333333334
EH4 4FR,85.42857142857143
EH4 4FS,82.0
EH4 4FT,82.41666666666667
EH4 4FU,85.5
EH4 4FW,85.72727272727273
EH4 4FX,84.66666666666667
EH4 4GA,73.3030303030303
EH4 4GB,73.95
EH4 4GD,73.5625
EH4 4GE,73.38095238095238
EH4 4GF,73.84615384615384
EH4 4GG,74.57142857142857
EH4 4GH,73.6923076923077
EH4 4GJ,75.41538461538461
EH4 4GL,71.6086956521739
EH4 4GN,74.82222222222222
EH4 4GP,76.5
EH4 4GQ,75.83333333333333
EH4 4GR,76.76712328767124
EH4 4GS,75.34210526315789
EH4 4GT,71.0
EH4 4GU,81.33333333333333
EH4 4GW,81.0
EH4 4GX,79.45454545454545
EH4 4GY,79.33333333333333
EH4 4GZ,77.0
EH4 4HA,65.28571428571429
EH4 4HB,63.333333333333336
EH4 4HD,70.5
EH4 4HE,69.25
EH4 4HF,67.25
EH4 4HG,78.0625
EH4 4HN,77.0
EH4 4HR,63.94444444444444
EH4 4HS,62.48888888888889
EH4 4HT,60.138888888888886
EH4 4HU,72.66666666666667
EH4 4HW,59.6
EH4 4HZ,66.83333333333333
EH4 4JA,69.22222222222223
EH4 4JB,81.15384615384616
EH4 4JG,72.57142857142857
EH4 4JH,56.666666666666664
EH4 4JJ,61.166666666666664
EH4 4JQ,58.666666666666664
EH4 4JZ,68.3125
EH4 4LX,67.1875
EH4 4NT,21.0
EH4 4NZ,80.44444444444444
EH4 4PA,70.92307692307692
EH4 4PB,70.42857142857143
EH4 4PD,72.0
EH4 4PG,73.58333333333333
EH4 4PH,84.55
EH4 4PJ,61.333333333333336
EH4 4PL,89.58333333333333
EH4 4PN,68.5
EH4 4PP,65.0
EH4 4PW,70.80434782608695
EH4 4PX,69.60714285714286
EH4 4PY,71.11764705882354
EH4 4PZ,69.28571428571429
EH4 4QB,71.5
EH4 4QD,69.25
EH4 4QE,70.875
EH4 4QF,84.125
EH4 4QG,84.2
EH4 4QL,88.9090909090909
EH4 4QR,73.4
EH4 4QS,67.0
EH4 4QT,70.15625
EH4 4QU,68.28571428571429
EH4 4QX,64.85714285714286
EH4 4QY,69.0
EH4 4RA,73.39393939393939
EH4 4RB,68.81818181818181
EH4 4RF,70.2
EH4 4RG,68.22222222222223
EH4 4RH,71.9375
EH4 4RJ,68.66666666666667
EH4 4RL,70.94444444444444
EH4 4RN,71.33333333333333
EH4 4RP,64.83333333333333
EH4 4RQ,74.0
EH4 4RR,69.64285714285714
EH4 4RS,73.55555555555556
EH4 4RT,71.0506329113924
EH4 4RU,71.93333333333334
EH4 4RW,76.0
EH4 4RZ,66.5
EH4 4SA,72.83333333333333
EH4 4SB,58.0
EH4 4SD,46.770833333333336
EH4 4SE,72.77777777777777
EH4 4SF,53.714285714285715
EH4 4SG,49.666666666666664
EH4 4SH,50.5625
EH4 4SJ,72.91666666666667
EH4 4SL,52.8125
EH4 4SN,59.05882352941177
EH4 4SP,66.82352941176471
EH4 4SQ,55.125
EH4 4SR,66.2439024390244
EH4 4SS,69.84615384615384
EH4 4SU,53.625
EH4 4SW,54.926829268292686
EH4 4SX,65.3076923076923
EH4 4SY,59.166666666666664
EH4 4SZ,84.475
EH4 4TA,69.66666666666667
EH4 4TB,73.0
EH4 4TE,68.0
EH4 4TF,64.05882352941177
EH4 4TG,63.8
EH4 4TJ,73.66666666666667
EH4 4TN,77.36363636363636
EH4 4TT,71.16666666666667
EH4 4TW,76.0
EH4 4TX,71.71428571428571
EH4 4TY,64.5
EH4 4UD,73.72727272727273
EH4 4UE,83.16666666666667
EH4 4UF,83.45161290322581
EH4 4UG,83.13333333333334
EH4 4UH,82.55263157894737
EH4 4UJ,85.94736842105263
EH4 4UP,75.0
EH4 4UQ,56.369565217391305
EH4 4UR,73.33333333333333
EH4 4US,70.57142857142857
EH4 4UT,75.38461538461539
EH4 4UU,73.0
EH4 4UW,75.33333333333333
EH4 4UY,89.0
EH4 4UZ,84.5
EH4 4WE,89.07692307692308
EH4 4WJ,84.4423076923077
EH4 4WP,87.16666666666667
EH4 4WQ,86.375
EH4 4WR,87.0
EH4 4WS,88.41666666666667
EH4 5AA,60.857142857142854
EH4 5AB,65.25
EH4 5AD,73.14285714285714
EH4 5AE,63.5
EH4 5AF,67.125
EH4 5AG,67.75
EH4 5AH,57.2
EH4 5AJ,71.0
EH4 5AN,61.666666666666664
EH4 5AP,86.0
EH4 5AR,57.0
EH4 5AS,59.46666666666667
EH4 5AT,62.86666666666667
EH4 5AU,68.75
EH4 5AW,66.0
EH4 5AX,64.16666666666667
EH4 5AY,63.142857142857146
EH4 5AZ,71.0
EH4 5BA,61.0
EH4 5BD,68.66666666666667
EH4 5BE,59.5
EH4 5BF,81.0
EH4 5BG,62.5
EH4 5BH,79.0
EH4 5BL,43.0
EH4 5BN,65.0
EH4 5BP,62.5
EH4 5BQ,68.3076923076923
EH4 5BR,65.16666666666667
EH4 5BS,74.1
EH4 5BT,47.0
EH4 5BU,58.07142857142857
EH4 5BW,51.8
EH4 5BY,50.0
EH4 5BZ,63.22222222222222
EH4 5DB,52.666666666666664
EH4 5DD,65.0
EH4 5DE,55.0
EH4 5DG,40.666666666666664
EH4 5DH,62.666666666666664
EH4 5DJ,62.5
EH4 5DL,59.6
EH4 5DN,57.333333333333336
EH4 5DP,43.5
EH4 5DQ,52.333333333333336
EH4 5DR,48.4
EH4 5DS,67.125
EH4 5DT,56.666666666666664
EH4 5DU,62.0
EH4 5DW,69.0
EH4 5DX,58.2
EH4 5DY,56.333333333333336
EH4 5DZ,60.0
EH4 5EB,59.0
EH4 5ED,58.0
EH4 5EF,50.5
EH4 5EJ,68.0
EH4 5EQ,68.5
EH4 5ER,25.0
EH4 5ET,17.0
EH4 5EX,43.5
EH4 5EY,64.28571428571429
EH4 5EZ,58.5
EH4 5HA,65.0
EH4 5HB,61.5
EH4 5HD,51.333333333333336
EH4 5HE,56.333333333333336
EH4 5HH,61.0
EH4 5HJ,54.25
EH4 5HL,63.857142857142854
EH4 5HN,60.2
EH4 5HP,56.5
EH4 5HR,69.0
EH4 5HS,56.0
EH4 5HT,51.5
EH4 5HU,62.0
EH4 5HW,55.0
EH4 5HX,64.0
EH4 5HY,63.2
EH4 5HZ,62.0
EH4 5JA,63.266666666666666
EH4 5JB,65.94117647058823
EH4 5JD,59.375
EH4 5JE,60.0
EH4 5JG,83.65957446808511
EH4 5JL,66.0
EH4 5JN,57.0
EH4 5JP,68.56
EH4 5JR,76.5
EH4 5JS,56.5
EH4 5JT,63.8125
EH4 5JU,70.0625
EH4 5JW,67.71428571428571
EH4 5JX,64.5
EH4 5JY,64.125
EH4 5LA,59.46153846153846
EH4 5LB,68.0
EH4 5LD,57.0
EH4 5LE,65.75
EH4 5LF,66.0
EH4 5LG,64.66666666666667
EH4 5LJ,71.0
EH4 5LL,62.0
EH4 5LP,62.75
EH4 5LQ,60.733333333333334
EH4 5LR,53.0
EH4 5LS,63.0
EH4 5LT,63.0
EH4 5LU,70.0
EH4 5LX,64.33333333333333
EH4 5LZ,62.09090909090909
EH4 5NA,70.0
EH4 5NB,64.75
EH4 5ND,61.1
EH4 5NE,73.07894736842105
EH4 5NF,63.857142857142854
EH4 5NG,62.4
EH4 5NH,54.785714285714285
EH4 5NJ,63.5
EH4 5NL,57.666666666666664
EH4 5NQ,65.66666666666667
EH4 5NR,75.0
EH4 5NS,65.66666666666667
EH4 5NW,67.0
EH4 5NX,62.666666666666664
EH4 5NY,68.0
EH4 5NZ,70.0
EH4 5PA,65.0
EH4 5PB,67.0
EH4 5PD,66.75
EH4 5PE,74.0
EH4 5PF,51.0
EH4 5PH,56.4
EH4 5PJ,58.666666666666664
EH4 5PL,65.66666666666667
EH4 5PN,55.0
EH4 5PP,61.69230769230769
EH4 5PQ,62.0
EH4 5PR,62.0
EH4 5PS,59.857142857142854
EH4 5PT,58.72727272727273
EH4 5PU,54.5
EH4 5PW,68.0
EH4 5PX,73.4
EH4 5PY,66.9047619047619
EH4 5PZ,63.6
EH4 5QA,55.09090909090909
EH4 5QE,64.25
EH4 6AA,65.0
EH4 6AE,46.666666666666664
EH4 6AF,48.0
EH4 6AG,63.4
EH4 6AH,47.0
EH4 6AJ,55.0
EH4 6AL,64.0
EH4 6AN,55.9
EH4 6AQ,60.5
EH4 6AR,68.33333333333333
EH4 6AS,56.833333333333336
EH4 6AT,58.15384615384615
EH4 6AU,55.6
EH4 6AW,61.666666666666664
EH4 6AX,72.75
EH4 6AY,38.0
EH4 6AZ,47.0
EH4 6BA,70.0
EH4 6BB,54.5
EH4 6BD,59.5
EH4 6BE,56.0
EH4 6BG,58.5
EH4 6BL,49.666666666666664
EH4 6BN,66.28571428571429
EH4 6BP,68.66666666666667
EH4 6BQ,54.0
EH4 6BR,62.5
EH4 6BW,52.5
EH4 6BX,47.0
EH4 6BY,70.0
EH4 6DA,46.0
EH4 6DB,76.5
EH4 6DE,74.9
EH4 6DF,71.36363636363636
EH4 6DG,67.5
EH4 6DH,75.0
EH4 6DJ,57.0
EH4 6DL,75.58823529411765
EH4 6DN,45.0
EH4 6DT,40.0
EH4 6DU,59.0
EH4 6DW,57.0
EH4 6DX,39.0
EH4 6DZ,66.0
EH4 6EA,69.5
EH4 6EB,67.12
EH4 6ED,64.0
EH4 6EH,55.395348837209305
EH4 6EJ,80.77083333333333
EH4 6EL,70.5909090909091
EH4 6EN,58.4
EH4 6EP,58.333333333333336
EH4 6EQ,74.375
EH4 6ER,55.0
EH4 6ES,55.22222222222222
EH4 6ET,59.0
EH4 6EW,79.0
EH4 6EY,47.92857142857143
EH4 6EZ,82.77922077922078
EH4 6GU,81.57142857142857
EH4 6GW,80.85714285714286
EH4 6GX,79.88235294117646
EH4 6GY,73.6
EH4 6GZ,78.85
EH4 6HD,61.54545454545455
EH4 6HE,65.53333333333333
EH4 6HF,53.666666666666664
EH4 6HG,52.2
EH4 6HH,65.63157894736842
EH4 6HJ,71.33333333333333
EH4 6HL,62.54545454545455
EH4 6HN,60.0
EH4 6HP,65.0
EH4 6HQ,52.666666666666664
EH4 6HR,83.0
EH4 6HS,82.5
EH4 6HW,59.75
EH4 6HY,67.33333333333333
EH4 6JA,75.3076923076923
EH4 6JE,75.0
EH4 6JF,65.4
EH4 6JG,40.5
EH4 6JH,74.0
EH4 6JJ,63.666666666666664
EH4 6JL,59.0
EH4 6JN,61.0
EH4 6JQ,58.5
EH4 6JR,53.0
EH4 6JX,64.5625
EH4 6JY,63.166666666666664
EH4 6LA,57.0
EH4 6LB,55.5
EH4 6LD,67.5
EH4 6LE,59.25
EH4 6LF,59.0
EH4 6LG,67.8
EH4 6LH,52.25
EH4 6LJ,62.375
EH4 6LL,54.333333333333336
EH4 6LN,71.28571428571429
EH4 6LP,65.33333333333333
EH4 6LQ,66.0
EH4 6LR,66.75
EH4 6LS,50.285714285714285
EH4 6LU,64.0
EH4 6LW,62.0
EH4 6LX,58.75
EH4 6LY,60.5
EH4 6LZ,64.0
EH4 6NA,70.33333333333333
EH4 6NB,62.666666666666664
EH4 6ND,66.33333333333333
EH4 6NE,70.0
EH4 6NF,60.0
EH4 6NG,66.0
EH4 6NH,49.833333333333336
EH4 6NJ,66.0
EH4 6NL,34.0
EH4 6NN,61.0
EH4 6NP,59.0
EH4 6NQ,63.0
EH4 6NR,64.66666666666667
EH4 6NS,44.0
EH4 6NT,53.44444444444444
EH4 6NU,61.888888888888886
EH4 6NW,56.5
EH4 6NY,39.0
EH4 6NZ,65.36363636363636
EH4 6PA,71.83333333333333
EH4 6PB,67.0
EH4 6PD,50.666666666666664
EH4 6PE,58.875
EH4 6PF,62.5
EH4 6PG,60.0
EH4 6PH,64.0
EH4 6PJ,54.375
EH4 6PL,71.0
EH4 6PN,55.6
EH4 6PP,63.75
EH4 6PQ,62.5
EH4 6PR,65.4
EH4 6PS,60.0
EH4 6PT,62.125
EH4 6PU,65.0
EH4 6PW,61.0
EH4 6PX,63.0
EH4 6PZ,66.33333333333333
EH4 6QA,69.0
EH4 6QB,64.27777777777777
EH4 6QD,63.083333333333336
EH4 6QE,59.06896551724138
EH4 6QF,76.66666666666667
EH4 6QG,83.22222222222223
EH4 6QH,69.0
EH4 6QJ,63.6
EH4 6QN,66.0
EH4 6QS,82.15
EH4 6QT,77.42857142857143
EH4 6QU,79.5
EH4 6QW,67.25
EH4 6RA,67.5
EH4 6RB,57.25
EH4 6RD,65.61538461538461
EH4 6RE,63.625
EH4 6RF,59.25
EH4 6RG,64.75
EH4 6RH,67.5
EH4 6RJ,58.0
EH4 6RL,71.0
EH4 6RQ,65.1
EH4 6SA,70.0
EH4 6SB,73.4
EH4 6SD,64.33333333333333
EH4 6SE,70.0
EH4 6SH,66.0
EH4 6SJ,71.0
EH4 6SL,61.5
EH4 6SN,54.0
EH4 6SY,76.54545454545455
EH4 7AD,56.833333333333336
EH4 7AE,33.0
EH4 7AF,58.0
EH4 7AG,62.5
EH4 7AH,64.66666666666667
EH4 7AJ,68.0
EH4 7AL,52.142857142857146
EH4 7AN,31.0
EH4 7AP,77.47826086956522
EH4 7AQ,77.16666666666667
EH4 7AR,54.0
EH4 7AS,73.0
EH4 7AT,57.666666666666664
EH4 7AX,61.0
EH4 7AZ,41.0
EH4 7BA,69.61111111111111
EH4 7BB,76.5
EH4 7BE,64.06666666666666
EH4 7BG,58.75
EH4 7BH,63.46153846153846
EH4 7BJ,64.0
EH4 7BL,54.125
EH4 7BN,61.0
EH4 7BP,65.375
EH4 7BQ,51.0
EH4 7BR,56.75
EH4 7BS,58.833333333333336
EH4 7BT,60.0
EH4 7BU,60.8
EH4 7BW,58.8125
EH4 7BX,64.25
EH4 7BY,63.666666666666664
EH4 7BZ,63.5
EH4 7DA,62.869565217391305
EH4 7DB,57.666666666666664
EH4 7DD,52.666666666666664
EH4 7DE,64.43333333333334
EH4 7DF,64.0
EH4 7DG,64.0
EH4 7DH,65.11111111111111
EH4 7DJ,64.0
EH4 7DL,64.0
EH4 7DN,62.59090909090909
EH4 7DP,65.0
EH4 7DQ,65.3
EH4 7DR,65.6
EH4 7DS,63.5
EH4 7DT,62.833333333333336
EH4 7DU,64.0
EH4 7DW,53.5
EH4 7DX,62.333333333333336
EH4 7DY,64.86666666666666
EH4 7DZ,65.0
EH4 7EA,52.833333333333336
EH4 7EB,64.0
EH4 7ED,76.0
EH4 7EE,79.6923076923077
EH4 7EF,81.8
EH4 7EG,64.0
EH4 7EH,65.02857142857142
EH4 7EJ,65.25
